binomial,genus,epithet,family,order,group,nb,nb_sources,nb_countries,nb_sites,wsg_est,wsg_est_trunk,wsg_est_branch,wsg_raw
Hymenodictyon pachyantha,Hymenodictyon,pachyantha,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.45,0.45,0.48,0.43
Hymenolobium flavum,Hymenolobium,flavum,Fabaceae,Fabales,Angiosperms,9,3,3,5,0.62,0.63,0.56,0.62
Annea afzelii,Annea,afzelii,Fabaceae,Fabales,Angiosperms,11,2,3,3,0.76,0.76,0.68,0.74
Hymenostegia aubrevillei,Hymenostegia,aubrevillei,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.7,0.69,0.66,0.6
Talbotiella breteleri,Talbotiella,breteleri,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.78,0.79,0.7,0.81
Hymenostegia floribunda,Hymenostegia,floribunda,Fabaceae,Fabales,Angiosperms,6,2,4,4,0.78,0.78,0.7,0.78
Hymenostegia klainei,Hymenostegia,klainei,Fabaceae,Fabales,Angiosperms,2,1,2,2,0.78,0.78,0.7,0.77
Annea laxiflora,Annea,laxiflora,Fabaceae,Fabales,Angiosperms,8,2,3,3,0.77,0.77,0.69,0.76
Hymenostegia mundungu,Hymenostegia,mundungu,Fabaceae,Fabales,Angiosperms,2,1,1,1,0.84,0.85,0.73,0.86
Gabonius ngouniensis,Gabonius,ngouniensis,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.67,0.67,0.63,0.67
Hypelate trifoliata,Hypelate,trifoliata,Sapindaceae,Sapindales,Angiosperms,2,2,1,2,0.8,0.8,0.71,0.82
Hypericum revolutum,Hypericum,revolutum,Hypericaceae,Malpighiales,Angiosperms,3,1,3,3,0.6,0.6,0.58,0.58
Hypodaphnis zenkeri,Hypodaphnis,zenkeri,Lauraceae,Laurales,Angiosperms,8,2,2,3,0.51,0.51,0.52,0.5
Idesia polycarpa,Idesia,polycarpa,Salicaceae,Malpighiales,Angiosperms,10,4,2,4,0.43,0.43,0.48,0.4
Ilex anomala,Ilex,anomala,Aquifoliaceae,Aquifoliales,Angiosperms,6,3,2,3,0.46,0.52,0.41,0.36
Ilex aquifolium,Ilex,aquifolium,Aquifoliaceae,Aquifoliales,Angiosperms,8,7,6,8,0.66,0.66,0.62,0.65
Ilex chapaensis,Ilex,chapaensis,Aquifoliaceae,Aquifoliales,Angiosperms,2,2,2,2,0.68,0.69,0.6,0.71
Ilex cochinchinensis,Ilex,cochinchinensis,Aquifoliaceae,Aquifoliales,Angiosperms,3,3,3,3,0.59,0.6,0.56,0.57
Ilex crenata,Ilex,crenata,Aquifoliaceae,Aquifoliales,Angiosperms,7,3,1,3,0.65,0.65,0.59,0.62
Ilex cymosa,Ilex,cymosa,Aquifoliaceae,Aquifoliales,Angiosperms,5,4,3,5,0.53,0.53,0.53,0.49
Ilex dasyphylla,Ilex,dasyphylla,Aquifoliaceae,Aquifoliales,Angiosperms,3,2,1,2,0.62,0.62,0.59,0.61
Ilex dioica,Ilex,dioica,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.62,0.63,0.57,0.65
Ilex discolor,Ilex,discolor,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.63,0.63,0.58,0.66
Ilex ficoidea,Ilex,ficoidea,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.62,0.62,0.57,0.62
Ilex godajam,Ilex,godajam,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.57,0.58,0.55,0.55
Ilex integra,Ilex,integra,Aquifoliaceae,Aquifoliales,Angiosperms,12,4,2,5,0.66,0.66,0.59,0.64
Ilex jenmanii,Ilex,jenmanii,Aquifoliaceae,Aquifoliales,Angiosperms,2,1,1,1,0.6,0.61,0.56,0.62
Ilex krugiana,Ilex,krugiana,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.55,0.55,0.54,0.51
Ilex latifolia,Ilex,latifolia,Aquifoliaceae,Aquifoliales,Angiosperms,6,2,2,2,0.67,0.67,0.59,0.64
Ilex macrocarpa,Ilex,macrocarpa,Aquifoliaceae,Aquifoliales,Angiosperms,6,2,2,2,0.55,0.56,0.54,0.5
Ilex macropoda,Ilex,macropoda,Aquifoliaceae,Aquifoliales,Angiosperms,4,4,1,4,0.56,0.57,0.55,0.52
Ilex mitis,Ilex,mitis,Aquifoliaceae,Aquifoliales,Angiosperms,20,8,8,12,0.51,0.51,0.52,0.5
Ilex nitida,Ilex,nitida,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.7,0.71,0.61,0.81
Ilex opaca,Ilex,opaca,Aquifoliaceae,Aquifoliales,Angiosperms,30,4,1,6,0.55,0.56,0.55,0.54
Ilex paraguariensis,Ilex,paraguariensis,Aquifoliaceae,Aquifoliales,Angiosperms,9,3,1,3,0.5,0.48,0.52,0.47
Ilex petiolaris,Ilex,petiolaris,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.45,0.45,0.49,0.33
Ilex retusifolia,Ilex,retusifolia,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.58,0.58,0.55,0.55
Ilex rimbachii,Ilex,rimbachii,Aquifoliaceae,Aquifoliales,Angiosperms,2,2,1,2,0.63,0.63,0.57,0.64
Ilex rotunda,Ilex,rotunda,Aquifoliaceae,Aquifoliales,Angiosperms,8,3,1,3,0.55,0.56,0.54,0.53
Ilex sikkimensis,Ilex,sikkimensis,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.54,0.54,0.53,0.48
Ilex suaveolens,Ilex,suaveolens,Aquifoliaceae,Aquifoliales,Angiosperms,1,1,1,1,0.63,0.63,0.58,0.64
Illicium brevistylum,Illicium,brevistylum,Schisandraceae,Austrobaileyales,Angiosperms,1,1,1,1,0.56,0.56,0.56,0.48
Illicium anisatum,Illicium,anisatum,Schisandraceae,Austrobaileyales,Angiosperms,7,3,1,3,0.66,0.66,0.6,0.62
Inga acrocephala,Inga,acrocephala,Fabaceae,Fabales,Angiosperms,6,5,4,5,0.55,0.53,0.56,0.54
Inga lomatophylla,Inga,lomatophylla,Fabaceae,Fabales,Angiosperms,2,1,1,1,0.64,0.64,0.6,0.67
Inga cayennensis,Inga,cayennensis,Fabaceae,Fabales,Angiosperms,7,4,4,5,0.68,0.67,0.66,0.7
Inga fanchoniana,Inga,fanchoniana,Fabaceae,Fabales,Angiosperms,3,2,1,2,0.69,0.71,0.61,0.7
Inga ferrea,Inga,ferrea,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.49,0.48,0.53,0.37
Inga gracilifolia,Inga,gracilifolia,Fabaceae,Fabales,Angiosperms,3,2,1,2,0.77,0.79,0.69,0.82
Inga sastreana,Inga,sastreana,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.63,0.63,0.6,0.64
Inga heterophylla,Inga,heterophylla,Fabaceae,Fabales,Angiosperms,2,2,2,2,0.59,0.6,0.58,0.6
Inga spectabilis,Inga,spectabilis,Fabaceae,Fabales,Angiosperms,13,4,4,5,0.54,0.53,0.56,0.51
Inga flexuosa,Inga,flexuosa,Fabaceae,Fabales,Angiosperms,2,2,1,2,0.6,0.6,0.59,0.6
Inga huberi,Inga,huberi,Fabaceae,Fabales,Angiosperms,4,3,1,3,0.59,0.59,0.57,0.57
Inga laevigata,Inga,laevigata,Fabaceae,Fabales,Angiosperms,11,4,4,6,0.57,0.56,0.58,0.55
Inga loubryana,Inga,loubryana,Fabaceae,Fabales,Angiosperms,3,2,1,2,0.69,0.68,0.65,0.7
Inga nobilis,Inga,nobilis,Fabaceae,Fabales,Angiosperms,14,5,4,6,0.58,0.58,0.58,0.56
Inga pilosula,Inga,pilosula,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.64,0.65,0.6,0.7
Inga sertulifera,Inga,sertulifera,Fabaceae,Fabales,Angiosperms,8,2,2,2,0.69,0.69,0.63,0.7
Inga splendens,Inga,splendens,Fabaceae,Fabales,Angiosperms,12,4,5,9,0.6,0.6,0.58,0.6
Inga stipularis,Inga,stipularis,Fabaceae,Fabales,Angiosperms,5,4,2,4,0.66,0.66,0.61,0.66
Inga uraguensis,Inga,uraguensis,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.58,0.58,0.58,0.5
Inga virgultosa,Inga,virgultosa,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.71,0.72,0.64,0.83
Inhambanella guereensis,Inhambanella,guereensis,Sapotaceae,Ericales,Angiosperms,8,1,3,3,0.78,0.78,0.69,0.77
Inhambanella henriquezii,Inhambanella,henriquezii,Sapotaceae,Ericales,Angiosperms,4,3,2,3,0.71,0.71,0.66,0.73
Inocarpus fagifer,Inocarpus,fagifer,Fabaceae,Fabales,Angiosperms,5,3,3,3,0.5,0.5,0.53,0.45
Ipomoea wolcottiana,Ipomoea,wolcottiana,Convolvulaceae,Solanales,Angiosperms,5,5,2,5,0.42,0.39,0.49,0.42
Irvingia excelsa,Irvingia,excelsa,Irvingiaceae,Malpighiales,Angiosperms,3,1,2,2,0.84,0.84,0.74,0.84
Irvingia malayana,Irvingia,malayana,Irvingiaceae,Malpighiales,Angiosperms,11,8,5,9,0.86,0.86,0.75,0.86
Irvingia robur,Irvingia,robur,Irvingiaceae,Malpighiales,Angiosperms,5,2,3,4,0.76,0.76,0.7,0.73
Irvingia smithii,Irvingia,smithii,Irvingiaceae,Malpighiales,Angiosperms,5,2,3,3,0.72,0.72,0.69,0.69
Irvingia tenuinucleata,Irvingia,tenuinucleata,Irvingiaceae,Malpighiales,Angiosperms,1,1,1,1,0.85,0.86,0.75,0.89
Iryanthera macrophylla,Iryanthera,macrophylla,Myristicaceae,Magnoliales,Angiosperms,2,2,2,2,0.56,0.56,0.52,0.53
Iryanthera tessmannii,Iryanthera,tessmannii,Myristicaceae,Magnoliales,Angiosperms,2,1,2,2,0.49,0.49,0.49,0.43
Isertia coccinea,Isertia,coccinea,Rubiaceae,Gentianales,Angiosperms,5,1,1,1,0.51,0.51,0.56,0.52
Isoberlinia angolensis,Isoberlinia,angolensis,Fabaceae,Fabales,Angiosperms,4,3,2,3,0.59,0.59,0.59,0.57
Isoberlinia tomentosa,Isoberlinia,tomentosa,Fabaceae,Fabales,Angiosperms,2,2,2,2,0.64,0.64,0.61,0.62
Isolona dewevrei,Isolona,dewevrei,Annonaceae,Magnoliales,Angiosperms,3,2,2,2,0.61,0.62,0.57,0.61
Isolona hexaloba,Isolona,hexaloba,Annonaceae,Magnoliales,Angiosperms,20,2,4,5,0.55,0.55,0.54,0.52
Isolona madagascariensis,Isolona,madagascariensis,Annonaceae,Magnoliales,Angiosperms,2,1,1,1,0.59,0.59,0.56,0.61
Isolona thonneri,Isolona,thonneri,Annonaceae,Magnoliales,Angiosperms,1,1,1,1,0.57,0.57,0.55,0.55
Ixonanthes icosandra,Ixonanthes,icosandra,Ixonanthaceae,Malpighiales,Angiosperms,3,3,3,3,0.67,0.67,0.6,0.66
Ixonanthes reticulata,Ixonanthes,reticulata,Ixonanthaceae,Malpighiales,Angiosperms,13,7,5,8,0.61,0.62,0.55,0.59
Ixora ferrea,Ixora,ferrea,Rubiaceae,Gentianales,Angiosperms,4,4,3,4,0.72,0.72,0.7,0.72
Ixora foliosa,Ixora,foliosa,Rubiaceae,Gentianales,Angiosperms,2,1,1,1,0.72,0.72,0.7,0.7
Ixora fragrans,Ixora,fragrans,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.75,0.76,0.71,0.75
Ixora regalis,Ixora,regalis,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.76,0.77,0.72,0.8
Jacaranda acutifolia,Jacaranda,acutifolia,Bignoniaceae,Lamiales,Angiosperms,2,2,2,2,0.45,0.44,0.52,0.41
Jacquinia arborea,Jacquinia,arborea,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.66,0.66,0.61,0.66
Jacquinia berteroi,Jacquinia,berteroi,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.7,0.71,0.64,0.75
Bonellia frutescens,Bonellia,frutescens,Primulaceae,Ericales,Angiosperms,1,1,1,1,0.68,0.68,0.62,0.71
Jacquinia keyensis,Jacquinia,keyensis,Primulaceae,Ericales,Angiosperms,2,1,1,1,0.63,0.63,0.6,0.61
Jatropha curcas,Jatropha,curcas,Euphorbiaceae,Malpighiales,Angiosperms,2,2,2,2,0.24,0.24,0.33,0.23
Jatropha mahafalensis,Jatropha,mahafalensis,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.21,0.2,0.31,0.14
Jodina rhombifolia,Jodina,rhombifolia,Santalaceae,Santalales,Angiosperms,3,3,2,3,0.7,0.7,0.64,0.69
Juglans ailantifolia,Juglans,ailantifolia,Juglandaceae,Fagales,Angiosperms,4,3,2,3,0.49,0.49,0.5,0.44
Juglans australis,Juglans,australis,Juglandaceae,Fagales,Angiosperms,6,5,3,5,0.53,0.53,0.52,0.52
Juglans boliviana,Juglans,boliviana,Juglandaceae,Fagales,Angiosperms,1,1,1,1,0.47,0.47,0.5,0.41
Juglans californica,Juglans,californica,Juglandaceae,Fagales,Angiosperms,1,1,1,1,0.52,0.52,0.52,0.53
Juglans cinerea,Juglans,cinerea,Juglandaceae,Fagales,Angiosperms,5,3,1,3,0.38,0.38,0.45,0.35
Juglans mandshurica,Juglans,mandshurica,Juglandaceae,Fagales,Angiosperms,17,7,4,8,0.48,0.48,0.49,0.43
Juglans neotropica,Juglans,neotropica,Juglandaceae,Fagales,Angiosperms,6,3,3,4,0.48,0.48,0.5,0.47
Juglans nigra,Juglans,nigra,Juglandaceae,Fagales,Angiosperms,7,4,2,5,0.53,0.53,0.53,0.52
Julbernardia brieyi,Julbernardia,brieyi,Fabaceae,Fabales,Angiosperms,12,2,4,4,0.72,0.72,0.65,0.71
Julbernardia globiflora,Julbernardia,globiflora,Fabaceae,Fabales,Angiosperms,4,4,4,4,0.7,0.7,0.65,0.7
Julbernardia paniculata,Julbernardia,paniculata,Fabaceae,Fabales,Angiosperms,2,2,1,2,0.65,0.65,0.62,0.6
Juniperus procera,Juniperus,procera,Cupressaceae,Cupressales,Gymnosperms,5,3,2,4,0.52,0.52,0.57,0.52
Juniperus virginiana,Juniperus,virginiana,Cupressaceae,Cupressales,Gymnosperms,17,6,3,11,0.51,0.47,0.59,0.5
Kalmia latifolia,Kalmia,latifolia,Ericaceae,Ericales,Angiosperms,5,5,1,5,0.63,0.63,0.6,0.61
Kalopanax septemlobus,Kalopanax,septemlobus,Araliaceae,Apiales,Angiosperms,7,3,3,4,0.46,0.47,0.48,0.43
Keayodendron bridelioides,Keayodendron,bridelioides,Phyllanthaceae,Malpighiales,Angiosperms,21,3,7,9,0.62,0.62,0.59,0.62
Keetia venosa,Keetia,venosa,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.62,0.62,0.59,0.6
Kermadecia elliptica,Kermadecia,elliptica,Proteaceae,Proteales,Angiosperms,1,1,1,1,0.48,0.49,0.5,0.51
Khaya madagascariensis,Khaya,madagascariensis,Meliaceae,Sapindales,Angiosperms,9,1,2,2,0.44,0.44,0.49,0.44
Kigelia africana,Kigelia,africana,Bignoniaceae,Lamiales,Angiosperms,10,4,6,7,0.55,0.55,0.54,0.54
Kiggelaria africana,Kiggelaria,africana,Achariaceae,Malpighiales,Angiosperms,4,3,2,3,0.56,0.56,0.56,0.57
Prioria alternifolia,Prioria,alternifolia,Fabaceae,Fabales,Angiosperms,3,3,1,3,0.52,0.52,0.52,0.5
Kirkia acuminata,Kirkia,acuminata,Kirkiaceae,Sapindales,Angiosperms,9,2,4,4,0.49,0.49,0.51,0.48
Kirkia wilmsii,Kirkia,wilmsii,Kirkiaceae,Sapindales,Angiosperms,1,1,1,1,0.45,0.44,0.48,0.39
Klaineanthus gaboniae,Klaineanthus,gaboniae,Euphorbiaceae,Malpighiales,Angiosperms,10,1,3,3,0.57,0.57,0.55,0.56
Kleinhovia hospita,Kleinhovia,hospita,Malvaceae,Malvales,Angiosperms,5,5,5,5,0.42,0.42,0.45,0.4
Knema cinerea,Knema,cinerea,Myristicaceae,Magnoliales,Angiosperms,1,1,1,1,0.49,0.49,0.51,0.41
Knema conferta,Knema,conferta,Myristicaceae,Magnoliales,Angiosperms,5,3,3,3,0.49,0.49,0.51,0.47
Knema globularia,Knema,globularia,Myristicaceae,Magnoliales,Angiosperms,7,4,4,4,0.51,0.51,0.51,0.49
Koelreuteria paniculata,Koelreuteria,paniculata,Sapindaceae,Sapindales,Angiosperms,11,3,4,4,0.67,0.67,0.63,0.64
Koilodepas hainanense,Koilodepas,hainanense,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.74,0.74,0.66,0.77
Kokoona reflexa,Kokoona,reflexa,Celastraceae,Celastrales,Angiosperms,5,3,2,4,0.81,0.81,0.71,0.79
Koompassia excelsa,Koompassia,excelsa,Fabaceae,Fabales,Angiosperms,8,5,3,6,0.69,0.69,0.64,0.68
Koompassia malaccensis,Koompassia,malaccensis,Fabaceae,Fabales,Angiosperms,17,6,3,7,0.76,0.76,0.68,0.74
Koordersiodendron pinnatum,Koordersiodendron,pinnatum,Anacardiaceae,Sapindales,Angiosperms,10,5,5,6,0.72,0.72,0.64,0.71
Kotschya ochreata,Kotschya,ochreata,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.46,0.45,0.5,0.37
Krugiodendron ferreum,Krugiodendron,ferreum,Rhamnaceae,Rosales,Angiosperms,6,4,4,5,0.97,0.98,0.8,1
Labramia ankaranaensis,Labramia,ankaranaensis,Sapotaceae,Ericales,Angiosperms,2,1,1,1,0.65,0.65,0.61,0.66
Labramia boivinii,Labramia,boivinii,Sapotaceae,Ericales,Angiosperms,1,1,1,1,0.62,0.62,0.6,0.61
Labramia bojeri,Labramia,bojeri,Sapotaceae,Ericales,Angiosperms,5,1,1,1,0.67,0.67,0.62,0.68
Labramia costata,Labramia,costata,Sapotaceae,Ericales,Angiosperms,1,1,1,1,0.65,0.65,0.61,0.66
Labramia louvelii,Labramia,louvelii,Sapotaceae,Ericales,Angiosperms,4,2,1,2,0.62,0.62,0.6,0.62
Labramia platanoides,Labramia,platanoides,Sapotaceae,Ericales,Angiosperms,1,1,1,1,0.67,0.67,0.62,0.7
Laburnum alpinum,Laburnum,alpinum,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.6,0.6,0.58,0.55
Laburnum anagyroidis,Laburnum,anagyroidis,Fabaceae,Fabales,Angiosperms,3,3,2,3,0.62,0.63,0.6,0.64
Laccodiscus pseudostipularis,Laccodiscus,pseudostipularis,Sapindaceae,Sapindales,Angiosperms,5,2,2,3,0.54,0.54,0.55,0.51
Lacistema aggregatum,Lacistema,aggregatum,Lacistemataceae,Malpighiales,Angiosperms,8,4,4,4,0.55,0.55,0.52,0.54
Lacmellea aculeata,Lacmellea,aculeata,Apocynaceae,Gentianales,Angiosperms,9,3,2,3,0.56,0.56,0.53,0.57
Lacmellea speciosa,Lacmellea,speciosa,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.56,0.56,0.53,0.57
Lacmellea standleyi,Lacmellea,standleyi,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.49,0.49,0.5,0.41
Lacunaria macrostachya,Lacunaria,macrostachya,Ochnaceae,Malpighiales,Angiosperms,1,1,1,1,0.73,0.73,0.69,0.7
Ladenbergia muzonensis,Ladenbergia,muzonensis,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.53,0.53,0.54,0.52
Ladenbergia oblongifolia,Ladenbergia,oblongifolia,Rubiaceae,Gentianales,Angiosperms,2,2,2,2,0.52,0.52,0.53,0.48
Ladenbergia pavonii,Ladenbergia,pavonii,Rubiaceae,Gentianales,Angiosperms,1,1,1,1,0.5,0.5,0.52,0.44
Laetia thamnia,Laetia,thamnia,Salicaceae,Malpighiales,Angiosperms,8,3,3,3,0.71,0.71,0.65,0.71
Lafoensia punicifolia,Lafoensia,punicifolia,Lythraceae,Myrtales,Angiosperms,12,3,2,4,0.69,0.7,0.63,0.67
Lagerstroemia balansae,Lagerstroemia,balansae,Lythraceae,Myrtales,Angiosperms,2,1,2,2,0.58,0.58,0.58,0.57
Lagerstroemia undulata,Lagerstroemia,undulata,Lythraceae,Myrtales,Angiosperms,1,1,1,1,0.57,0.57,0.57,0.54
Lagerstroemia duperreana,Lagerstroemia,duperreana,Lythraceae,Myrtales,Angiosperms,5,2,2,3,0.55,0.55,0.57,0.53
Lagerstroemia speciosa,Lagerstroemia,speciosa,Lythraceae,Myrtales,Angiosperms,18,6,8,11,0.55,0.55,0.57,0.55
Lagerstroemia indica,Lagerstroemia,indica,Lythraceae,Myrtales,Angiosperms,1,1,1,1,0.59,0.59,0.58,0.58
Lagerstroemia lanceolata,Lagerstroemia,lanceolata,Lythraceae,Myrtales,Angiosperms,3,3,2,3,0.56,0.56,0.57,0.55
Lagerstroemia loudonii,Lagerstroemia,loudonii,Lythraceae,Myrtales,Angiosperms,3,2,1,2,0.56,0.56,0.57,0.56
Lagerstroemia parviflora,Lagerstroemia,parviflora,Lythraceae,Myrtales,Angiosperms,16,7,3,11,0.64,0.64,0.6,0.66
Lagerstroemia siamica,Lagerstroemia,siamica,Lythraceae,Myrtales,Angiosperms,1,1,1,1,0.55,0.55,0.56,0.52
Lagerstroemia tomentosa,Lagerstroemia,tomentosa,Lythraceae,Myrtales,Angiosperms,12,6,4,7,0.6,0.59,0.6,0.6
Laguncularia racemosa,Laguncularia,racemosa,Combretaceae,Myrtales,Angiosperms,8,5,6,8,0.58,0.58,0.58,0.58
Lannea acida,Lannea,acida,Anacardiaceae,Sapindales,Angiosperms,10,2,4,9,0.43,0.43,0.47,0.43
Lannea nigritana,Lannea,nigritana,Anacardiaceae,Sapindales,Angiosperms,3,1,2,2,0.43,0.43,0.47,0.41
Lannea barteri,Lannea,barteri,Anacardiaceae,Sapindales,Angiosperms,2,1,1,1,0.44,0.45,0.47,0.42
Lannea coromandelica,Lannea,coromandelica,Anacardiaceae,Sapindales,Angiosperms,27,13,6,18,0.51,0.51,0.5,0.53
Lannea fruticosa,Lannea,fruticosa,Anacardiaceae,Sapindales,Angiosperms,2,2,2,2,0.47,0.47,0.49,0.51
Lannea microcarpa,Lannea,microcarpa,Anacardiaceae,Sapindales,Angiosperms,3,2,1,3,0.44,0.44,0.47,0.45
Lannea velutina,Lannea,velutina,Anacardiaceae,Sapindales,Angiosperms,1,1,1,1,0.44,0.44,0.47,0.41
Larix decidua,Larix,decidua,Pinaceae,Pinales,Gymnosperms,24,8,5,10,0.49,0.5,0.51,0.48
Larix gordoni,Larix,gordoni,Pinaceae,Pinales,Gymnosperms,1,1,1,1,0.5,0.51,0.51,0.51
Larix kaempferi,Larix,kaempferi,Pinaceae,Pinales,Gymnosperms,44,7,3,7,0.44,0.44,0.48,0.42
Larrea tridentata,Larrea,tridentata,Zygophyllaceae,Zygophyllales,Angiosperms,4,4,1,4,0.87,0.89,0.78,0.89
Lasianthera africana,Lasianthera,africana,Stemonuraceae,Aquifoliales,Angiosperms,1,1,1,1,0.71,0.72,0.64,0.76
Lasiococca symphyllifolia,Lasiococca,symphyllifolia,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.63,0.63,0.6,0.63
Lasiodiscus fasciculiflorus,Lasiodiscus,fasciculiflorus,Rhamnaceae,Rosales,Angiosperms,4,2,2,2,0.73,0.74,0.66,0.71
Lasiodiscus mannii,Lasiodiscus,mannii,Rhamnaceae,Rosales,Angiosperms,6,3,3,4,0.62,0.62,0.61,0.59
Lasiodiscus marmoratus,Lasiodiscus,marmoratus,Rhamnaceae,Rosales,Angiosperms,2,1,1,1,0.61,0.61,0.6,0.56
Lasiodiscus pervillei,Lasiodiscus,pervillei,Rhamnaceae,Rosales,Angiosperms,1,1,1,1,0.74,0.74,0.66,0.81
Laurelia sempervirens,Laurelia,sempervirens,Atherospermataceae,Laurales,Angiosperms,5,3,2,3,0.44,0.44,0.47,0.43
Laurus nobilis,Laurus,nobilis,Lauraceae,Laurales,Angiosperms,4,4,3,4,0.52,0.52,0.53,0.52
Lebruniodendron leptanthum,Lebruniodendron,leptanthum,Fabaceae,Fabales,Angiosperms,9,2,4,6,0.75,0.75,0.67,0.74
Lecaniodiscus cupanioides,Lecaniodiscus,cupanioides,Sapindaceae,Sapindales,Angiosperms,12,4,6,6,0.68,0.69,0.59,0.67
Lecomtedoxa heitzana,Lecomtedoxa,heitzana,Sapotaceae,Ericales,Angiosperms,2,1,2,2,0.78,0.78,0.69,0.78
Lecomtedoxa nogo,Lecomtedoxa,nogo,Sapotaceae,Ericales,Angiosperms,3,1,1,1,0.73,0.74,0.67,0.72
Lecythis ampla,Lecythis,ampla,Lecythidaceae,Ericales,Angiosperms,7,4,3,4,0.65,0.65,0.62,0.62
Lecythis chartacea,Lecythis,chartacea,Lecythidaceae,Ericales,Angiosperms,8,3,3,5,0.78,0.79,0.7,0.78
Lecythis poiteaui,Lecythis,poiteaui,Lecythidaceae,Ericales,Angiosperms,10,4,2,4,0.8,0.81,0.69,0.82
Leea spinea,Leea,spinea,Vitaceae,Vitales,Angiosperms,1,1,1,1,0.47,0.47,0.45,0.48
Leeuwenbergia africana,Leeuwenbergia,africana,Euphorbiaceae,Malpighiales,Angiosperms,2,1,2,2,0.53,0.53,0.53,0.5
Leeuwenbergia letestui,Leeuwenbergia,letestui,Euphorbiaceae,Malpighiales,Angiosperms,1,1,1,1,0.59,0.59,0.56,0.6
Delonix edule,Delonix,edule,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.41,0.41,0.46,0.41
Leonia crassa,Leonia,crassa,Violaceae,Malpighiales,Angiosperms,5,4,2,4,0.59,0.59,0.57,0.57
Leonia cymosa,Leonia,cymosa,Violaceae,Malpighiales,Angiosperms,2,1,2,2,0.69,0.69,0.62,0.71
Lepidobotrys staudtii,Lepidobotrys,staudtii,Lepidobotryaceae,Celastrales,Angiosperms,11,2,3,3,0.54,0.54,0.54,0.52
Lepidotrichilia ambrensis,Lepidotrichilia,ambrensis,Meliaceae,Sapindales,Angiosperms,1,1,1,1,0.51,0.52,0.52,0.51
Lepidotrichilia convallariiodora,Lepidotrichilia,convallariiodora,Meliaceae,Sapindales,Angiosperms,1,1,1,1,0.49,0.49,0.52,0.47
Lepisanthes perrieri,Lepisanthes,perrieri,Sapindaceae,Sapindales,Angiosperms,1,1,1,1,0.7,0.71,0.65,0.73
Lepisanthes senegalensis,Lepisanthes,senegalensis,Sapindaceae,Sapindales,Angiosperms,3,3,3,3,0.71,0.71,0.65,0.68
Leplaea mayombensis,Leplaea,mayombensis,Meliaceae,Sapindales,Angiosperms,8,2,5,5,0.52,0.52,0.53,0.5
Leptadenia pyrotechnica,Leptadenia,pyrotechnica,Apocynaceae,Gentianales,Angiosperms,1,1,1,1,0.44,0.44,0.47,0.41
Leptaulus citrioides,Leptaulus,citrioides,Cardiopteridaceae,Aquifoliales,Angiosperms,1,1,1,1,0.63,0.63,0.6,0.65
Leptaulus daphnoides,Leptaulus,daphnoides,Cardiopteridaceae,Aquifoliales,Angiosperms,3,2,2,2,0.64,0.64,0.6,0.61
Leptolaena abrahamii,Leptolaena,abrahamii,Sarcolaenaceae,Malvales,Angiosperms,4,1,1,1,0.89,0.89,0.77,0.91
Leptolaena pauciflora,Leptolaena,pauciflora,Sarcolaenaceae,Malvales,Angiosperms,1,1,1,1,0.85,0.85,0.76,0.86
Leucaena leucocephala,Leucaena,leucocephala,Fabaceae,Fabales,Angiosperms,15,11,9,12,0.63,0.64,0.51,0.64
Leucaena trichodes,Leucaena,trichodes,Fabaceae,Fabales,Angiosperms,1,1,1,1,0.63,0.63,0.56,0.6
